"member_id","org_id","first_name","last_name","role","membership_tier","join_date","renewal_date","is_active"
3542,581,"Maria","Brown","Administrator","Standard",2019-03-31 17:51:18,2020-03-31 17:51:18,1
3543,4959,"Laura","White","Practice Manager","Basic",2016-01-31 11:38:56,2017-01-31 11:38:56,1
3544,254,"David","Martinez","Front Desk","Standard",2018-04-24 19:18:33,2019-04-24 19:18:33,1
3545,4277,"Ana","Anderson","Billing Specialist","Basic",2017-02-18 21:23:18,2018-02-18 21:23:18,0
3546,4777,"Chris","Davis","Practice Manager","Standard",2024-04-11 02:08:33,2025-04-11 02:08:33,0
3547,825,"Chris","Garcia","Billing Specialist","Basic",2018-10-03 00:38:57,2019-10-03 00:38:57,0
3548,3833,"Sofia","White","Practice Owner","Standard",2023-07-05 19:51:19,2024-07-05 19:51:19,0
3549,700,"James","Wilson","Billing Specialist","Basic",2020-01-02 15:52:29,2021-01-02 15:52:29,1
3550,1381,"James","Garcia","Administrator","Basic",2019-01-05 22:23:59,2020-01-05 22:23:59,1
3551,3897,"Alex","Wilson","Practice Manager","Basic",2019-01-23 15:48:32,2020-01-23 15:48:32,0
3552,1674,"Linda","White","Billing Specialist","Standard",2022-11-20 08:40:08,2023-11-20 08:40:08,0
3553,2728,"David","Brown","Practice Owner","Standard",2021-06-08 02:19:15,2022-06-08 02:19:15,1
3554,3157,"Maria","Brown","Practice Manager","Premium",2022-05-10 19:33:40,2023-05-10 19:33:40,1
3555,3389,"John","Davis","Administrator","Standard",2022-02-13 16:06:51,2023-02-13 16:06:51,1
3556,4308,"Sofia","Lee","Front Desk","Basic",2018-10-10 09:57:35,2019-10-10 09:57:35,1
3557,384,"Ana","Wilson","Practice Owner","Basic",2024-01-05 19:58:54,2025-01-05 19:58:54,0
3558,342,"Laura","Garcia","Administrator","Basic",2016-06-27 09:46:33,2017-06-27 09:46:33,1
3559,1988,"David","Garcia","Billing Specialist","Basic",2024-09-27 02:33:14,2025-09-27 02:33:14,0
3560,4060,"Maria","Davis","Billing Specialist","Standard",2020-09-09 10:57:47,2021-09-09 10:57:47,1
3561,4940,"Maria","Anderson","Administrator","Premium",2019-12-27 00:46:57,2020-12-27 00:46:57,0
3562,3110,"Laura","Brown","Front Desk","Basic",2023-12-27 21:08:00,2024-12-27 21:08:00,1
3563,4083,"John","Johnson","Administrator","Standard",2018-04-24 11:41:06,2019-04-24 11:41:06,0
3564,4516,"Ana","Davis","Front Desk","Basic",2022-10-14 02:14:00,2023-10-14 02:14:00,0
3565,2799,"Sofia","Anderson","Administrator","Basic",2018-07-23 02:24:26,2019-07-23 02:24:26,0
3566,3241,"Chris","Davis","Billing Specialist","Basic",2020-02-29 10:52:49,2021-02-28 10:52:49,1
3567,1989,"Sofia","Anderson","Administrator","Standard",2019-05-15 07:47:23,2020-05-15 07:47:23,0
3568,3415,"Alex","Garcia","Practice Manager","Basic",2024-12-25 00:35:05,2025-12-25 00:35:05,0
3569,1850,"Maria","White","Practice Owner","Premium",2023-07-21 10:15:13,2024-07-21 10:15:13,1
3570,306,"Alex","Johnson","Administrator","Basic",2016-02-26 19:21:01,2017-02-26 19:21:01,0
3571,3614,"Alex","Anderson","Practice Manager","Basic",2017-03-30 06:45:34,2018-03-30 06:45:34,1
3572,2750,"Sofia","Wilson","Administrator","Standard",2016-05-05 05:23:19,2017-05-05 05:23:19,1
3573,4965,"Alex","Johnson","Billing Specialist","Basic",2021-08-10 09:50:22,2022-08-10 09:50:22,1
3574,1136,"Sofia","Garcia","Billing Specialist","Premium",2021-08-28 03:00:41,2022-08-28 03:00:41,1
3575,206,"Sofia","Martinez","Administrator","Basic",2016-12-21 04:32:50,2017-12-21 04:32:50,0
3576,4592,"Laura","White","Practice Manager","Standard",2024-11-18 15:59:07,2025-11-18 15:59:07,0
3577,3451,"Chris","Anderson","Billing Specialist","Standard",2023-12-22 15:20:20,2024-12-22 15:20:20,1
3578,3812,"Linda","Wilson","Administrator","Standard",2022-07-18 11:06:24,2023-07-18 11:06:24,1
3579,3623,"Linda","Smith","Front Desk","Basic",2019-02-01 20:50:56,2020-02-01 20:50:56,1
3580,3600,"John","Lee","Billing Specialist","Basic",2018-04-28 21:59:09,2019-04-28 21:59:09,1
3581,2552,"Sofia","Brown","Billing Specialist","Basic",2016-03-09 13:37:58,2017-03-09 13:37:58,1
3582,4309,"John","Smith","Practice Manager","Basic",2017-05-14 18:03:31,2018-05-14 18:03:31,1
3583,310,"Sofia","Lee","Practice Manager","Basic",2017-07-03 17:02:42,2018-07-03 17:02:42,1
3584,2709,"Ana","Martinez","Billing Specialist","Standard",2020-07-07 07:25:45,2021-07-07 07:25:45,0
3585,1992,"James","Brown","Practice Owner","Standard",2016-05-15 12:45:05,2017-05-15 12:45:05,1
3586,272,"Maria","Johnson","Billing Specialist","Basic",2023-09-25 06:02:52,2024-09-25 06:02:52,1
3587,3643,"Maria","Lee","Administrator","Basic",2019-05-23 21:18:30,2020-05-23 21:18:30,1
3588,4087,"Chris","Johnson","Billing Specialist","Standard",2021-06-17 21:09:21,2022-06-17 21:09:21,1
3589,1823,"Alex","Anderson","Administrator","Standard",2016-11-17 16:01:27,2017-11-17 16:01:27,1
3590,3274,"Chris","Smith","Administrator","Basic",2020-10-16 04:56:58,2021-10-16 04:56:58,1
3591,4539,"Linda","White","Billing Specialist","Standard",2019-06-20 06:49:10,2020-06-20 06:49:10,1
3592,4350,"Linda","Wilson","Billing Specialist","Standard",2016-05-29 08:40:30,2017-05-29 08:40:30,1
3593,521,"Chris","Smith","Administrator","Premium",2022-04-10 10:25:28,2023-04-10 10:25:28,1
3594,977,"Linda","Garcia","Administrator","Standard",2021-06-30 04:04:31,2022-06-30 04:04:31,0
3595,3723,"Linda","Garcia","Practice Manager","Standard",2018-07-24 07:45:16,2019-07-24 07:45:16,1
3596,3552,"Chris","Johnson","Billing Specialist","Standard",2023-07-11 02:45:30,2024-07-11 02:45:30,1
3597,4106,"Chris","Smith","Administrator","Basic",2021-02-24 19:17:56,2022-02-24 19:17:56,1
3598,2774,"Laura","Wilson","Billing Specialist","Basic",2024-12-12 17:18:32,2025-12-12 17:18:32,1
3599,2553,"John","White","IT/Operations","Basic",2021-11-26 09:25:52,2022-11-26 09:25:52,1
3600,2833,"Alex","Anderson","Administrator","Basic",2019-08-04 06:44:38,2020-08-04 06:44:38,1
3601,3908,"Maria","Wilson","Practice Manager","Basic",2017-11-01 23:32:53,2018-11-01 23:32:53,0
3602,153,"John","Davis","Front Desk","Standard",2019-03-26 05:46:49,2020-03-26 05:46:49,1
3603,2965,"Ana","Lee","Practice Manager","Basic",2020-10-31 00:01:29,2021-10-31 00:01:29,1
3604,2917,"Chris","Wilson","Practice Manager","Basic",2019-11-18 12:57:50,2020-11-18 12:57:50,1
3605,2801,"John","Anderson","Practice Owner","Basic",2017-04-15 08:55:13,2018-04-15 08:55:13,1
3606,1753,"James","White","Practice Owner","Basic",2019-08-10 10:56:59,2020-08-10 10:56:59,1
3607,2611,"James","White","Front Desk","Basic",2018-03-31 00:46:10,2019-03-31 00:46:10,1
3608,3876,"David","Garcia","Practice Manager","Standard",2024-11-06 07:57:41,2025-11-06 07:57:41,1
3609,1105,"Linda","Garcia","Practice Owner","Standard",2022-08-27 02:07:13,2023-08-27 02:07:13,1
3610,2537,"Ana","Martinez","Practice Manager","Standard",2022-07-26 19:04:29,2023-07-26 19:04:29,1
3611,4991,"Laura","Anderson","Billing Specialist","Basic",2016-05-23 23:31:15,2017-05-23 23:31:15,1
3612,4200,"Sofia","Brown","Practice Manager","Standard",2019-08-14 14:39:54,2020-08-14 14:39:54,1
3613,3855,"Sofia","Brown","Practice Manager","Basic",2018-01-25 03:24:33,2019-01-25 03:24:33,1
3614,3495,"Sofia","Garcia","Administrator","Basic",2016-10-01 14:05:38,2017-10-01 14:05:38,1
3615,1915,"David","Smith","Practice Owner","Basic",2024-01-24 19:20:06,2025-01-24 19:20:06,0
3616,3073,"John","Garcia","Administrator","Standard",2021-12-10 23:26:28,2022-12-10 23:26:28,1
3617,1007,"Maria","White","IT/Operations","Premium",2021-11-26 22:06:40,2022-11-26 22:06:40,1
3618,407,"Maria","Garcia","Billing Specialist","Standard",2021-10-12 01:01:15,2022-10-12 01:01:15,1
3619,167,"Chris","Wilson","Practice Owner","Basic",2016-08-02 20:54:54,2017-08-02 20:54:54,0
3620,509,"Laura","Lee","Administrator","Standard",2019-09-13 01:13:03,2020-09-13 01:13:03,1
3621,1662,"Maria","White","Administrator","Basic",2021-09-25 05:44:01,2022-09-25 05:44:01,0
3622,3665,"Alex","Anderson","Billing Specialist","Basic",2023-11-26 01:20:21,2024-11-26 01:20:21,0
3623,3490,"James","Garcia","Practice Owner","Basic",2020-09-21 14:44:06,2021-09-21 14:44:06,0
3624,4859,"Linda","Johnson","Practice Manager","Basic",2021-11-07 19:59:04,2022-11-07 19:59:04,1
3625,681,"Linda","Garcia","Billing Specialist","Basic",2021-08-13 06:16:27,2022-08-13 06:16:27,1
3626,2525,"Maria","Lee","Billing Specialist","Premium",2023-11-23 22:21:26,2024-11-23 22:21:26,1
3627,2121,"Chris","Anderson","Administrator","Basic",2019-03-11 12:53:04,2020-03-11 12:53:04,1
3628,4678,"David","Smith","Practice Owner","Standard",2022-05-04 13:33:38,2023-05-04 13:33:38,1
3629,4358,"Sofia","Lee","Front Desk","Standard",2016-05-15 01:21:25,2017-05-15 01:21:25,1
3630,1364,"Alex","Davis","Practice Manager","Basic",2021-09-28 22:48:55,2022-09-28 22:48:55,0
3631,1332,"Alex","Smith","Practice Owner","Standard",2021-11-06 15:30:28,2022-11-06 15:30:28,0
3632,2293,"Ana","Garcia","Billing Specialist","Basic",2021-01-26 02:09:38,2022-01-26 02:09:38,0
3633,1539,"Laura","Johnson","Administrator","Basic",2020-01-10 16:08:10,2021-01-10 16:08:10,0
3634,3409,"Linda","Johnson","Practice Manager","Basic",2020-12-11 05:29:05,2021-12-11 05:29:05,1
3635,561,"Chris","Wilson","Billing Specialist","Premium",2020-05-06 12:39:41,2021-05-06 12:39:41,1
3636,1100,"David","Davis","Administrator","Premium",2016-09-09 23:55:13,2017-09-09 23:55:13,1
3637,1904,"Linda","Johnson","Administrator","Basic",2023-08-31 07:38:12,2024-08-31 07:38:12,1
3638,175,"Ana","Brown","Billing Specialist","Basic",2019-04-23 23:14:55,2020-04-23 23:14:55,1
3639,2157,"Chris","Brown","Administrator","Standard",2024-07-26 03:38:19,2025-07-26 03:38:19,1
3640,2231,"John","Johnson","Practice Owner","Basic",2019-01-07 08:21:58,2020-01-07 08:21:58,1
3641,4288,"David","Wilson","IT/Operations","Basic",2022-04-19 08:50:37,2023-04-19 08:50:37,1
3642,4161,"James","Smith","Practice Manager","Standard",2017-06-16 07:34:56,2018-06-16 07:34:56,1
3643,3921,"David","White","IT/Operations","Premium",2024-07-09 22:52:52,2025-07-09 22:52:52,1
3644,1498,"John","Garcia","Practice Owner","Basic",2017-05-03 20:05:31,2018-05-03 20:05:31,1
3645,3855,"Linda","Davis","Administrator","Basic",2018-06-17 22:59:02,2019-06-17 22:59:02,1
3646,3172,"James","Brown","Billing Specialist","Basic",2022-03-08 18:40:59,2023-03-08 18:40:59,1
3647,1568,"Chris","Brown","Front Desk","Standard",2021-05-29 09:39:17,2022-05-29 09:39:17,1
3648,1152,"Sofia","Brown","Billing Specialist","Basic",2023-03-07 07:40:11,2024-03-07 07:40:11,0
3649,369,"Chris","Smith","Practice Manager","Standard",2019-12-03 21:20:04,2020-12-03 21:20:04,0
3650,4947,"Ana","Johnson","Practice Manager","Basic",2022-08-21 14:03:20,2023-08-21 14:03:20,0
3651,43,"James","Wilson","Practice Manager","Premium",2019-07-04 13:56:24,2020-07-04 13:56:24,1
3652,1908,"David","Brown","Practice Owner","Basic",2021-10-19 02:36:50,2022-10-19 02:36:50,1
3653,3491,"Laura","Martinez","Administrator","Premium",2020-03-25 17:44:08,2021-03-25 17:44:08,1
3654,2536,"John","Davis","Front Desk","Standard",2021-04-16 22:47:20,2022-04-16 22:47:20,0
3655,4174,"James","Lee","Administrator","Premium",2017-09-12 07:22:37,2018-09-12 07:22:37,1
3656,2874,"Sofia","Garcia","Administrator","Basic",2023-07-31 09:39:58,2024-07-31 09:39:58,1
3657,1825,"Maria","Anderson","Administrator","Basic",2017-03-26 18:31:10,2018-03-26 18:31:10,1
3658,1294,"James","Johnson","Administrator","Basic",2022-07-09 15:53:13,2023-07-09 15:53:13,0
3659,4770,"Ana","Lee","Billing Specialist","Basic",2019-02-06 02:28:38,2020-02-06 02:28:38,1
3660,4797,"Laura","Garcia","Billing Specialist","Premium",2020-07-04 00:47:59,2021-07-04 00:47:59,1
3661,4855,"Maria","Johnson","Administrator","Standard",2021-05-04 03:32:43,2022-05-04 03:32:43,1
3662,3387,"James","White","Billing Specialist","Standard",2021-06-23 19:30:43,2022-06-23 19:30:43,1
3663,2973,"James","Johnson","IT/Operations","Basic",2018-03-17 07:59:29,2019-03-17 07:59:29,1
3664,3923,"Chris","Smith","Front Desk","Basic",2018-06-22 14:01:49,2019-06-22 14:01:49,0
3665,4998,"Alex","Davis","Billing Specialist","Standard",2017-07-11 14:13:47,2018-07-11 14:13:47,0
3666,993,"David","Wilson","Practice Owner","Standard",2019-04-05 01:13:37,2020-04-05 01:13:37,0
3667,2387,"Alex","Johnson","Administrator","Basic",2017-02-19 18:29:50,2018-02-19 18:29:50,1
3668,2241,"Chris","Lee","Administrator","Standard",2023-07-15 22:17:49,2024-07-15 22:17:49,0
3669,1477,"Maria","White","Administrator","Standard",2018-03-15 11:40:35,2019-03-15 11:40:35,0
3670,3408,"Alex","Smith","Administrator","Standard",2024-04-18 04:05:28,2025-04-18 04:05:28,0
3671,390,"John","Smith","Billing Specialist","Standard",2023-08-31 00:50:02,2024-08-31 00:50:02,1
3672,1000,"John","Anderson","Front Desk","Standard",2020-09-19 18:31:59,2021-09-19 18:31:59,0
3673,4621,"James","Garcia","Front Desk","Standard",2016-06-01 17:33:59,2017-06-01 17:33:59,1
3674,1856,"David","White","Administrator","Premium",2022-10-23 19:58:14,2023-10-23 19:58:14,1
3675,659,"Linda","Anderson","Front Desk","Premium",2016-07-09 22:28:33,2017-07-09 22:28:33,1
3676,2764,"James","Martinez","Billing Specialist","Standard",2020-12-30 09:31:05,2021-12-30 09:31:05,1
3677,3664,"James","Davis","Practice Manager","Basic",2021-02-13 09:51:00,2022-02-13 09:51:00,1
3678,4987,"John","Martinez","Practice Owner","Standard",2016-02-11 09:37:52,2017-02-11 09:37:52,1
3679,1482,"John","Johnson","Practice Owner","Standard",2022-06-09 13:19:57,2023-06-09 13:19:57,1
3680,3732,"Maria","Garcia","Administrator","Basic",2019-11-07 11:42:25,2020-11-07 11:42:25,1
3681,452,"Maria","Lee","Administrator","Standard",2018-02-27 09:26:03,2019-02-27 09:26:03,1
3682,2476,"Chris","Brown","Administrator","Premium",2019-03-26 23:13:44,2020-03-26 23:13:44,1
3683,3223,"Alex","Brown","Billing Specialist","Standard",2023-01-10 02:57:43,2024-01-10 02:57:43,0
3684,1538,"James","Smith","Practice Manager","Basic",2022-03-25 15:07:10,2023-03-25 15:07:10,1
3685,3094,"Maria","Anderson","Front Desk","Basic",2018-07-10 04:06:14,2019-07-10 04:06:14,1
3686,883,"Chris","Lee","Practice Owner","Basic",2020-03-01 19:04:52,2021-03-01 19:04:52,1
3687,4409,"Chris","Brown","Front Desk","Standard",2024-04-22 12:45:35,2025-04-22 12:45:35,1
3688,4069,"Linda","Smith","Front Desk","Standard",2020-08-08 03:47:10,2021-08-08 03:47:10,1
3689,4936,"Alex","Davis","Administrator","Standard",2024-09-18 17:00:53,2025-09-18 17:00:53,0
3690,2567,"Linda","Smith","Practice Manager","Basic",2020-03-27 04:51:27,2021-03-27 04:51:27,1
3691,3278,"Maria","Smith","Practice Owner","Basic",2021-09-18 19:17:59,2022-09-18 19:17:59,0
3692,375,"Laura","Smith","Billing Specialist","Basic",2022-03-29 19:20:03,2023-03-29 19:20:03,1
3693,4547,"Maria","Johnson","Practice Manager","Premium",2018-05-18 16:46:47,2019-05-18 16:46:47,1
3694,3698,"Ana","Smith","Administrator","Basic",2022-11-07 07:30:08,2023-11-07 07:30:08,1
3695,3063,"Laura","Martinez","Administrator","Standard",2018-02-16 04:57:54,2019-02-16 04:57:54,1
3696,4691,"James","Wilson","Administrator","Basic",2024-01-28 05:05:14,2025-01-28 05:05:14,1
3697,3251,"Maria","Smith","Administrator","Standard",2023-10-23 05:43:56,2024-10-23 05:43:56,1
3698,4596,"Alex","Lee","Administrator","Premium",2022-04-11 20:52:26,2023-04-11 20:52:26,1
3699,4560,"Chris","Smith","Billing Specialist","Standard",2017-02-05 06:23:22,2018-02-05 06:23:22,0
3700,113,"John","Lee","Billing Specialist","Basic",2023-05-08 00:46:51,2024-05-08 00:46:51,1
3701,3198,"David","White","Practice Manager","Standard",2024-05-31 21:07:41,2025-05-31 21:07:41,1
3702,2379,"Laura","White","Front Desk","Basic",2020-10-14 02:51:06,2021-10-14 02:51:06,1
3703,1925,"David","Smith","Administrator","Premium",2024-11-06 12:09:23,2025-11-06 12:09:23,1
3704,140,"Ana","Anderson","Administrator","Basic",2018-06-01 14:27:33,2019-06-01 14:27:33,1
3705,1425,"Ana","Brown","Administrator","Standard",2024-11-09 21:42:49,2025-11-09 21:42:49,1
3706,2950,"Sofia","Wilson","Administrator","Basic",2020-07-11 03:19:16,2021-07-11 03:19:16,1
3707,3169,"James","Smith","Billing Specialist","Premium",2022-12-22 08:04:38,2023-12-22 08:04:38,1
3708,517,"Alex","Wilson","Administrator","Premium",2016-12-13 09:21:07,2017-12-13 09:21:07,0
3709,2617,"Sofia","Smith","Billing Specialist","Basic",2021-01-11 00:01:43,2022-01-11 00:01:43,0
3710,888,"Alex","Brown","Billing Specialist","Basic",2021-04-28 23:45:32,2022-04-28 23:45:32,1
3711,3105,"James","Wilson","Practice Manager","Standard",2016-12-10 21:27:54,2017-12-10 21:27:54,1
3712,50,"John","Smith","Practice Owner","Basic",2018-08-14 01:05:21,2019-08-14 01:05:21,1
3713,3952,"David","White","Front Desk","Standard",2022-02-14 08:54:04,2023-02-14 08:54:04,0
3714,3561,"Chris","Garcia","Practice Manager","Basic",2018-02-16 21:31:40,2019-02-16 21:31:40,0
3715,19,"Sofia","Johnson","Practice Owner","Standard",2023-04-07 13:59:35,2024-04-07 13:59:35,1
3716,4822,"Ana","Davis","Administrator","Basic",2023-07-21 04:42:47,2024-07-21 04:42:47,1
3717,1474,"Ana","Anderson","Practice Manager","Standard",2020-03-04 15:59:48,2021-03-04 15:59:48,1
3718,4062,"Chris","Davis","Practice Manager","Basic",2017-11-30 18:48:19,2018-11-30 18:48:19,1
3719,2607,"Ana","Lee","Practice Manager","Standard",2022-03-07 17:21:05,2023-03-07 17:21:05,1
3720,452,"Alex","Garcia","Billing Specialist","Standard",2019-12-04 11:49:32,2020-12-04 11:49:32,1
3721,3766,"John","Johnson","Billing Specialist","Basic",2020-09-08 09:48:19,2021-09-08 09:48:19,1
3722,2439,"John","Garcia","Practice Owner","Basic",2021-10-24 00:49:41,2022-10-24 00:49:41,0
3723,4311,"Alex","Wilson","Administrator","Basic",2023-04-07 05:25:17,2024-04-07 05:25:17,1
3724,1550,"Linda","White","Practice Owner","Basic",2022-02-20 15:01:57,2023-02-20 15:01:57,0
3725,3475,"Alex","Anderson","Administrator","Basic",2017-12-05 06:29:25,2018-12-05 06:29:25,1
3726,128,"James","Lee","Practice Manager","Basic",2019-01-15 00:33:07,2020-01-15 00:33:07,1
3727,4856,"Sofia","Martinez","Practice Manager","Standard",2022-10-16 18:08:25,2023-10-16 18:08:25,1
3728,2762,"Ana","White","Front Desk","Standard",2020-06-20 20:44:17,2021-06-20 20:44:17,1
3729,4457,"Alex","Wilson","IT/Operations","Standard",2021-08-31 05:28:25,2022-08-31 05:28:25,1
3730,4665,"Maria","Brown","Administrator","Basic",2018-06-05 21:07:42,2019-06-05 21:07:42,1
3731,1416,"Laura","Smith","Practice Manager","Standard",2022-06-02 11:11:56,2023-06-02 11:11:56,1
3732,202,"Maria","Garcia","Administrator","Basic",2024-05-15 22:30:34,2025-05-15 22:30:34,1
3733,2370,"Ana","White","Front Desk","Basic",2024-01-03 18:50:42,2025-01-03 18:50:42,1
3734,518,"John","Anderson","Practice Manager","Premium",2021-11-26 06:28:18,2022-11-26 06:28:18,1
3735,1342,"James","Martinez","Practice Owner","Standard",2018-08-01 17:44:30,2019-08-01 17:44:30,1
3736,4777,"James","Anderson","Administrator","Basic",2023-06-23 21:14:21,2024-06-23 21:14:21,1
3737,1989,"James","Anderson","Administrator","Basic",2022-05-15 21:09:25,2023-05-15 21:09:25,1
3738,3546,"Laura","Brown","Practice Owner","Premium",2023-09-19 11:15:33,2024-09-19 11:15:33,1
3739,4521,"Linda","Martinez","Front Desk","Basic",2022-03-26 13:16:58,2023-03-26 13:16:58,1
3740,3803,"Chris","Wilson","Administrator","Basic",2023-08-25 10:32:28,2024-08-25 10:32:28,1
3741,3276,"Maria","Johnson","Practice Manager","Standard",2017-05-18 07:04:09,2018-05-18 07:04:09,1
3742,3655,"Chris","Wilson","Practice Owner","Standard",2017-09-20 08:48:22,2018-09-20 08:48:22,1
3743,2435,"Sofia","Lee","IT/Operations","Standard",2024-09-14 09:01:25,2025-09-14 09:01:25,0
3744,4874,"Alex","Martinez","Billing Specialist","Standard",2024-02-08 01:47:49,2025-02-08 01:47:49,1
3745,208,"Sofia","Johnson","Practice Manager","Standard",2024-12-25 19:48:37,2025-12-25 19:48:37,0
3746,2634,"John","Johnson","Administrator","Premium",2024-12-21 15:41:13,2025-12-21 15:41:13,1
3747,4118,"Maria","Martinez","Administrator","Standard",2022-01-22 04:52:37,2023-01-22 04:52:37,0
3748,154,"Sofia","Brown","Billing Specialist","Basic",2023-06-08 01:19:52,2024-06-08 01:19:52,1
3749,3367,"Linda","Martinez","Practice Manager","Standard",2018-04-11 10:29:47,2019-04-11 10:29:47,1
3750,4315,"Chris","White","Practice Manager","Standard",2019-03-30 05:27:33,2020-03-30 05:27:33,0
3751,4765,"Alex","Lee","Practice Owner","Standard",2018-01-08 19:29:28,2019-01-08 19:29:28,1
3752,1519,"Ana","Smith","IT/Operations","Premium",2021-08-23 10:03:00,2022-08-23 10:03:00,1
3753,2601,"Linda","Brown","Front Desk","Basic",2018-01-20 02:26:45,2019-01-20 02:26:45,1
3754,2196,"John","Johnson","Administrator","Basic",2017-09-19 02:45:01,2018-09-19 02:45:01,0
3755,4499,"Alex","Brown","Administrator","Basic",2019-07-30 22:16:56,2020-07-30 22:16:56,1
3756,4692,"Alex","Johnson","Practice Manager","Standard",2017-02-02 15:46:52,2018-02-02 15:46:52,1
3757,3555,"David","Brown","Administrator","Premium",2016-05-30 18:51:42,2017-05-30 18:51:42,1
3758,2415,"John","Davis","Administrator","Standard",2022-05-19 16:19:50,2023-05-19 16:19:50,1
3759,2850,"Linda","Wilson","Administrator","Standard",2017-11-17 10:14:51,2018-11-17 10:14:51,1
3760,1743,"Linda","Johnson","Practice Owner","Standard",2023-08-02 07:14:59,2024-08-02 07:14:59,1
3761,1307,"Alex","Johnson","Billing Specialist","Premium",2021-09-24 21:40:08,2022-09-24 21:40:08,0
3762,3850,"Ana","Johnson","Front Desk","Premium",2022-12-16 11:04:20,2023-12-16 11:04:20,1
3763,4169,"Alex","Martinez","Practice Owner","Standard",2020-01-07 03:13:13,2021-01-07 03:13:13,1
3764,4577,"Sofia","Anderson","Billing Specialist","Premium",2023-10-02 02:43:20,2024-10-02 02:43:20,0
3765,4656,"Alex","Davis","Billing Specialist","Standard",2022-12-06 01:22:27,2023-12-06 01:22:27,0
3766,4841,"Laura","Lee","Practice Manager","Standard",2019-09-04 11:48:39,2020-09-04 11:48:39,1
3767,4196,"Chris","Brown","Billing Specialist","Basic",2021-06-17 14:20:58,2022-06-17 14:20:58,0
3768,2556,"Ana","White","Practice Owner","Basic",2023-02-05 15:56:07,2024-02-05 15:56:07,0
3769,2306,"Ana","Smith","Administrator","Standard",2023-05-04 14:54:06,2024-05-04 14:54:06,1
3770,4509,"Sofia","Lee","Administrator","Standard",2021-09-27 00:53:08,2022-09-27 00:53:08,1
3771,1089,"Maria","Johnson","Billing Specialist","Basic",2021-11-12 00:13:52,2022-11-12 00:13:52,0
3772,2643,"Laura","Wilson","Administrator","Standard",2019-09-05 06:30:00,2020-09-05 06:30:00,0
3773,1178,"Alex","Brown","Administrator","Premium",2016-08-01 00:53:33,2017-08-01 00:53:33,0
3774,4917,"James","White","Front Desk","Premium",2017-07-06 13:13:34,2018-07-06 13:13:34,1
3775,4758,"Alex","Smith","Front Desk","Standard",2019-06-11 09:25:07,2020-06-11 09:25:07,0
3776,2995,"Ana","White","Practice Owner","Basic",2024-08-25 06:54:45,2025-08-25 06:54:45,0
3777,560,"James","Martinez","Administrator","Standard",2018-01-27 06:04:07,2019-01-27 06:04:07,0
3778,2965,"Alex","Smith","Practice Manager","Standard",2020-01-03 16:48:26,2021-01-03 16:48:26,1
3779,1272,"Laura","White","Practice Manager","Basic",2019-06-25 21:11:26,2020-06-25 21:11:26,1
3780,1814,"Alex","White","Administrator","Standard",2017-01-03 02:39:14,2018-01-03 02:39:14,1
3781,2916,"David","Lee","Practice Owner","Standard",2019-09-19 15:17:20,2020-09-19 15:17:20,1
3782,610,"Linda","Garcia","Practice Owner","Standard",2023-07-14 10:51:39,2024-07-14 10:51:39,0
3783,2462,"David","Wilson","Billing Specialist","Basic",2024-11-21 06:58:08,2025-11-21 06:58:08,1
3784,4121,"David","Brown","Administrator","Basic",2018-06-16 07:57:56,2019-06-16 07:57:56,0
3785,284,"David","Anderson","Front Desk","Basic",2022-09-25 08:54:50,2023-09-25 08:54:50,1
3786,2929,"Alex","Brown","Administrator","Standard",2023-06-25 10:40:01,2024-06-25 10:40:01,1
3787,4397,"Sofia","Lee","Front Desk","Basic",2017-10-02 19:03:49,2018-10-02 19:03:49,0
3788,1092,"David","Wilson","Administrator","Basic",2017-05-22 09:09:16,2018-05-22 09:09:16,1
3789,817,"Ana","Davis","Practice Manager","Basic",2018-04-30 10:40:29,2019-04-30 10:40:29,0
3790,83,"Laura","Garcia","Administrator","Basic",2016-06-09 11:46:18,2017-06-09 11:46:18,1
3791,1921,"Maria","Wilson","Billing Specialist","Basic",2018-08-31 02:21:02,2019-08-31 02:21:02,1
3792,3492,"David","Johnson","Practice Manager","Standard",2022-08-16 22:31:00,2023-08-16 22:31:00,1
3793,3145,"Chris","Davis","Practice Manager","Standard",2022-05-05 09:40:04,2023-05-05 09:40:04,0
3794,2094,"Sofia","Wilson","Administrator","Standard",2022-07-01 15:33:58,2023-07-01 15:33:58,1
3795,4714,"Laura","Brown","Administrator","Basic",2021-05-20 03:59:31,2022-05-20 03:59:31,1
3796,176,"Chris","Davis","Administrator","Basic",2024-10-11 19:34:11,2025-10-11 19:34:11,1
3797,2705,"John","Lee","IT/Operations","Standard",2024-03-19 13:40:31,2025-03-19 13:40:31,1
3798,4938,"Laura","Anderson","Practice Owner","Basic",2018-11-13 13:24:10,2019-11-13 13:24:10,0
3799,370,"Sofia","Brown","Administrator","Premium",2024-04-30 05:34:56,2025-04-30 05:34:56,1
3800,1819,"David","White","Front Desk","Premium",2022-11-14 22:00:29,2023-11-14 22:00:29,1
3801,2102,"Maria","Garcia","Practice Manager","Standard",2017-12-20 02:11:59,2018-12-20 02:11:59,1
3802,4786,"James","Johnson","Practice Manager","Basic",2021-02-03 23:47:20,2022-02-03 23:47:20,1
3803,3491,"Sofia","Anderson","Practice Manager","Basic",2020-12-30 17:38:26,2021-12-30 17:38:26,0
